Date,Open,High,Low,Close,Volume
30-Dec-16,160.89,160.99,159.67,160.11,1472312
29-Dec-16,160.65,161.44,160.65,161.13,858206
28-Dec-16,162.02,162.85,160.55,161.01,1280986
27-Dec-16,162.06,162.76,161.80,162.05,1301070
23-Dec-16,162.17,162.67,161.53,162.08,1254371
22-Dec-16,163.66,163.67,161.92,162.07,1965917
21-Dec-16,163.60,164.03,163.02,163.04,1313424
20-Dec-16,164.32,164.95,163.50,163.86,2204617
19-Dec-16,162.01,164.53,161.65,163.46,3231875
16-Dec-16,160.49,161.25,159.85,160.41,3767084
15-Dec-16,159.35,161.50,159.07,160.11,1811162
14-Dec-16,160.05,160.45,158.25,158.99,2119086
13-Dec-16,160.85,162.04,159.14,159.77,3583322
12-Dec-16,158.60,161.28,158.56,160.33,2299179
9-Dec-16,157.28,159.83,157.26,159.70,2615294
8-Dec-16,156.64,160.90,156.60,157.59,5504300
7-Dec-16,150.60,153.91,150.48,153.85,2811286
6-Dec-16,151.85,152.08,150.42,151.01,2245402
5-Dec-16,152.09,152.22,150.78,151.77,2432110
2-Dec-16,151.99,152.87,151.43,152.09,1829242
1-Dec-16,150.11,152.88,150.11,151.74,2305596
30-Nov-16,151.13,151.54,150.07,150.11,2750474
29-Nov-16,151.62,152.22,151.33,151.48,1496879
28-Nov-16,151.05,152.43,151.01,151.25,1733530
25-Nov-16,151.89,153.42,151.71,151.88,886780
23-Nov-16,152.75,153.34,151.18,151.60,2166990
22-Nov-16,151.93,153.05,151.21,152.67,1954907
21-Nov-16,150.55,151.29,150.12,151.17,1181701
18-Nov-16,150.84,151.20,149.52,150.36,2020489
17-Nov-16,151.23,151.40,149.55,151.20,2096766
16-Nov-16,152.19,152.55,151.80,152.14,2152344
15-Nov-16,151.98,152.00,150.29,151.15,2799914
14-Nov-16,150.92,152.14,149.50,152.00,3891171
11-Nov-16,146.61,149.62,145.38,149.36,3218641
10-Nov-16,147.06,150.00,146.61,146.70,3944245
9-Nov-16,143.54,147.39,143.54,146.79,3170343
8-Nov-16,143.89,146.63,143.80,146.09,3506032
7-Nov-16,143.38,143.66,142.75,143.54,3010110
4-Nov-16,143.00,145.00,142.11,142.24,2702134
3-Nov-16,146.70,146.70,144.14,144.45,2168211
2-Nov-16,146.43,147.34,146.12,146.27,2260450
1-Nov-16,148.48,148.63,146.38,146.66,2112003
31-Oct-16,148.89,149.35,147.10,147.87,3239395
28-Oct-16,150.44,150.86,149.38,149.76,1843867
27-Oct-16,150.83,151.46,149.82,150.86,1993467
26-Oct-16,150.35,151.41,150.28,150.98,2246137
25-Oct-16,149.90,151.97,149.90,150.99,2060648
24-Oct-16,149.35,152.32,149.29,152.12,2432848
21-Oct-16,149.51,150.29,148.50,148.97,2188029
20-Oct-16,149.85,150.78,149.60,150.04,2251749
19-Oct-16,150.70,151.32,149.31,149.45,1812698
18-Oct-16,149.51,149.62,148.41,149.11,1847783
17-Oct-16,150.08,150.20,148.63,148.70,1988411
14-Oct-16,150.18,151.00,149.28,150.15,1745010
13-Oct-16,149.93,151.34,149.72,150.22,1795261
12-Oct-16,150.97,151.49,150.39,150.46,1664505
11-Oct-16,149.67,151.14,149.52,151.01,2596769
10-Oct-16,150.35,150.85,149.75,150.28,1587748
7-Oct-16,149.77,150.19,148.79,149.99,2282456
6-Oct-16,150.23,150.64,149.00,149.47,2465730
5-Oct-16,150.63,150.92,149.83,149.98,2377677
4-Oct-16,151.47,151.62,149.49,150.48,2840515
3-Oct-16,152.22,152.25,150.32,151.01,3197870
30-Sep-16,151.79,154.85,151.60,152.51,7318123
29-Sep-16,149.19,149.69,147.20,147.49,4501330
28-Sep-16,150.60,150.67,148.94,149.41,2626347
27-Sep-16,151.42,151.77,150.00,150.45,2569036
26-Sep-16,152.08,152.28,151.01,151.19,1862192
23-Sep-16,153.15,153.77,152.17,152.53,2282062
22-Sep-16,153.03,154.28,152.68,153.15,2502180
21-Sep-16,152.59,152.90,151.25,152.70,1535134
20-Sep-16,152.43,152.71,151.67,152.17,1396739
19-Sep-16,152.13,153.03,151.60,151.79,1321281
16-Sep-16,151.96,152.66,151.14,152.35,2841961
15-Sep-16,150.72,152.97,150.11,152.67,2304866
14-Sep-16,150.71,152.25,150.20,150.69,2218020
13-Sep-16,151.18,151.58,150.07,150.74,2148605
12-Sep-16,150.50,151.99,150.26,151.69,2982397
9-Sep-16,152.59,152.79,150.70,150.70,2993874
8-Sep-16,155.19,155.49,152.94,153.47,2993129
7-Sep-16,157.64,157.87,155.40,155.64,2984148
6-Sep-16,158.13,158.15,156.02,158.06,2716916
2-Sep-16,156.81,159.28,156.80,157.98,2677085
1-Sep-16,159.00,159.00,155.54,156.21,6038471
31-Aug-16,161.87,162.57,161.15,162.09,1933921
30-Aug-16,164.07,164.28,161.74,161.96,2010862
29-Aug-16,164.47,164.84,163.40,163.98,1819224
26-Aug-16,165.39,165.64,163.47,163.93,2009899
25-Aug-16,167.20,167.41,164.64,164.86,1817656
24-Aug-16,167.14,167.88,166.76,167.57,1363847
23-Aug-16,168.09,168.45,167.31,167.36,1004399
22-Aug-16,168.34,168.69,167.62,167.94,954979
19-Aug-16,167.21,168.33,167.10,168.02,1764785
18-Aug-16,168.42,168.71,167.20,167.75,1353380
17-Aug-16,167.45,168.36,166.92,167.96,1382531
16-Aug-16,167.88,168.80,167.88,168.41,1022989
15-Aug-16,169.04,169.27,168.59,168.73,918631
12-Aug-16,167.16,169.41,167.16,169.04,1399053
11-Aug-16,169.11,169.59,167.33,167.88,1498052
10-Aug-16,167.44,168.50,167.05,168.29,1104292
9-Aug-16,167.74,168.60,166.88,167.86,1286679
8-Aug-16,167.25,167.55,166.47,167.40,1294445
5-Aug-16,166.86,168.33,166.08,167.70,1526578
4-Aug-16,166.04,167.74,165.89,166.55,1638320
3-Aug-16,165.92,166.33,165.10,166.12,1837821
2-Aug-16,167.07,167.54,164.59,166.50,2107487
1-Aug-16,167.15,168.00,166.90,167.56,986769
29-Jul-16,166.64,167.68,166.38,167.22,1359664
28-Jul-16,166.26,166.86,165.80,166.35,1866549
27-Jul-16,167.16,167.50,165.75,166.15,1439996
26-Jul-16,167.60,168.82,166.70,167.57,1593919
25-Jul-16,167.17,168.20,166.40,167.97,1732226
22-Jul-16,167.68,167.70,166.96,167.47,1335064
21-Jul-16,167.43,167.75,166.30,167.05,1384561
20-Jul-16,168.25,168.26,166.95,168.04,1336877
19-Jul-16,167.50,168.56,167.39,168.12,1487776
18-Jul-16,166.56,167.86,165.92,167.51,1993806
15-Jul-16,167.44,167.44,165.60,166.41,1962460
14-Jul-16,167.15,168.00,166.28,166.94,2150083
13-Jul-16,167.00,167.18,166.02,166.78,1479772
12-Jul-16,166.49,166.92,165.82,166.28,1644614
11-Jul-16,165.06,167.49,165.06,166.72,2634273
8-Jul-16,164.84,166.10,164.49,165.44,3932031
7-Jul-16,158.33,164.16,158.00,163.70,6497912
6-Jul-16,155.20,156.55,154.67,156.01,2133816
5-Jul-16,156.08,156.15,154.70,155.25,2807408
1-Jul-16,157.19,157.19,155.40,156.11,2317430
30-Jun-16,156.96,157.82,155.50,157.04,3091123
29-Jun-16,156.44,157.28,155.89,157.08,1942864
28-Jun-16,154.66,155.93,153.71,155.60,2156326
27-Jun-16,154.24,154.93,152.55,154.26,2794208
24-Jun-16,153.16,157.69,153.10,155.56,3996146
23-Jun-16,158.60,158.79,156.34,157.03,2912400
22-Jun-16,157.61,158.42,157.16,158.12,2094764
21-Jun-16,157.07,157.90,156.66,157.20,1909688
20-Jun-16,157.38,158.38,156.45,156.48,2091170
17-Jun-16,157.03,157.25,155.76,155.89,2858208
16-Jun-16,154.86,156.50,154.11,156.42,1937877
15-Jun-16,155.70,156.78,154.66,154.86,2228482
14-Jun-16,154.55,156.36,153.57,155.87,3274725
13-Jun-16,154.76,155.96,154.57,154.95,2576602
10-Jun-16,153.00,155.15,152.94,154.87,3266487
9-Jun-16,153.00,154.14,152.92,154.05,1812097
8-Jun-16,152.68,153.47,152.05,153.37,1528305
7-Jun-16,152.08,153.85,151.90,152.62,2113045
6-Jun-16,151.83,152.49,151.71,152.24,1962091
3-Jun-16,150.30,151.78,150.27,151.71,1964223
2-Jun-16,150.05,151.51,148.55,151.51,3957636
